instagram_comments,offensive,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
Eu não só os ladroes do seu partido e vc que paga...sua canalha,True,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False
E TEM CEGO QUE NÃO VÊ QUE PURA ARMAÇÃO DESSES GOLPISTAS CANALHAS.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"nunca era pra ter sido presso, esses canalha vão pagar nem que seja no inferno",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Meu sonho é te ver na cadeia,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vai trabalhar trem a toa.,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ele é preso político pq ROUBOU na política.😠😠 😠,True,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Com certeza este governo de alienados e seus cúmplices sem falar de alguns de seus eleitores q estão vendo a sangria q virou o BRASIL E OS DEFENDE MEU NOJO NOJO E NOJO 😠😠😠🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Gleisi, vc é a pior coisa que nasceu no Paraná!",True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"Vc tem problema Gleisi, a maioria do povo Brasileiro que o Luladrao Preso.",True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Lula so ..vai ganlha, matrícula na cadeia 😂",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mula,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Não entende bosta nenhuma e fica aí Lula livre vai comer pão com mortadela,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Esses maldito destruíram o Brasil pra prender o Lula por ódio que a população estava cada dia mais em igualdade,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"O povo viu que o STF encontra-se institucionalizado por um corja chamada partidos dos trabalhadores, que ninguém trabalha 😂",True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Lula está em todos os rolos...já nasceu safado,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vai chupar cacete biscate,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vai se tratar,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Comeste bosta Gleice?! Kkkkkkkkk,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Maldita safada vc vai pagar caro ainda,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TVs queremos toda verdade: Descumpridor da Constituição/88 e mentiroso na cadeia Moro. INTERCEPT mostrou provando os atos ilícitos cometidos contra o estadista ímpar ex-presidente (Lula). Ate quando Bozó vai continuar acobertando o criminoso Moro?,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Eu acho que deveria ter justiça de vdd e cancela essa eleição que só foi de fakes, mentiras e fazer uma eleição honesta pronto quero ver um debate entre Lula esse lixo",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lula é bandido muie bota isso nessa tua cabeça cheia de merda,True,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Carniça nunca mais,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PT quadrilha de bandidoooos,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Carniça nunca mais,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
As pessoas normais e que ainda têm capacidade de ver e entender o que está acontecendo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#carnicadosinfernos ninca mais ! Já Já jaula de novo!🤮🤮🤮🤮 ovo na cara é pouco dessa quadrilha!,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ela é uma piada pronta!! 😂😂😂😂,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Vc não tem nem coragem de por sua foto , vagabundo",True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Tem como ele voltar pra cadeia fazendo favor !?,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lula é só um criminoso CORRUPTO inelegível com duas cadeia no rabo. Ano que vem volta para cadeia o safado,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Gleise, vc irrita d+ os robôs nazifascitas, eles só vivem aqui! Continue assim!! 👏👏👏👏👏 #morojuizladrão",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BANDIDO PIOR DO QUE VOCÊ AINDA!,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Só não entendo porque têm tto robô que defendem esse desgoverno atual na tua página,será que é para testar tua paciência ou porque não são alfabetizados.?? Têm que bloquear esses eleitores acéfalos que só faz defender milicianos.",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lula e o seu marido na cadeia sem vergonha!!,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Golpistas e agora os facistas..,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"A maioria no Brasil e no mundo já sabe quem sãos os que deveriam estar na CADEIA , tem 🍊🍊🍊🍊🍊sobrando pra todos os lados e tem vaza a jato mostrando o marreco chefe do golpe ! Ou vcs fazem alguma coisa antes, ou estes pilantras criminosos vão prender o Lula de novo! Os advogados tem que agir antes , carta na manga",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Não estão vendo isso não...estão vendo que o larápio devia voltar para a cadeia,True,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Verdade hoje nos estamos libertos da maldade do demônio Lula liberto do engano,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"A perseguição a Lula ainda não acabou, a mídia e a direita maldita, começaram a inventar coisas, primeiro plantaram falsas acusações referente do Porto de Cuba, agora estão investigando todos os movimento da empresa de telefonia de lulinha, afirmando que o governo federal aprovou projeto de lei favorecendo criminosamente a empresa do filho, pegaram todos os movimentos financeiros firmado com a oi, e passaram a dizer que tudo é produto do crime. O pior que estes malditos do MPF, fazem e perseguem Lula e a família, e nada acontece contra eles. Este Brasil do ódio",True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Eu sou PT. Fora louco Bolsonaro,True,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Numa pesquisa entre lula e moro... o moro dar de lavada ... deixe de ser mentirosa... o povo brasileiro cansou de ser enganado por vcs... aproveita ai deputada.. e fale do 13 do bolsa familia que tá sendo pago... dinheiro esse que ia pra pessoas que nao precisava... mais de 500 mil pessoas recebia sem precisar... nao seja hipoclita... o seu mandato so ta servindo pra atrapalhar o brasil... há... kd como é que ta o seu patrao depois da pena dele ter sido aumentada pra 17 anos?,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Infelizmente o povo estam vendo e não estam tomando atitudes, temos que ir as ruas e para o país até que essa corja de vermes imundos saíam do nosso Brasil, temo que fazer com que a FAMÍLIA DE MELICIANOS BOLSONARISTA E TODAS SUA CORJA SEJAM PRESOS",True,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Com o molusco solto, até o dolar não cai!!! Quem confia num país que coloca o maior bandido do mundo na rua???? 😈😈😈😈",True,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Vc acredita mesmo no que fala? Se não acredita é apenas mentirosa. Se acredita é doente mental.,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Que é o retardado....vem lulinha andar na ruas kkķkkk estou com 300 ovos pronto kkkk,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Quanta mentira! Só loucos como vcs mesmo pra acreditarem.,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"Chora seus lixo, #CHORAMAIS #aceitaquedóiMenos KKKKKKK",True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"Eu fico olhando esse povo besta do contra, ter raiva do Lula e do PT, não diminui o FATO que vc foi um otario pau no cu de ter votado no Bolsonaro . . . Faz a arminha 👉🏻👉🏻👉🏻👉🏻",True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Conta outra todo mundo sabe que o Lula roubou , o PT e seu s puxadinhos roubaram, vc e seu marido roubou os aposentados, chega, vira o disco",True,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Lula já era um pinguço CORRUPTO. Criminoso condenado.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Com os escândalos aparecendo da p vê Q o Lula é um bandidao mesmo 🤣🤣🤣🤣,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
O miliciano mafioso está destruindo tudo e os alienados continuam defendendo esses pústulas!!!!,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
🤣🤣🤣🤣 Aham. Senta lá claudia. O molusco ta livre mas vive numa prisão. Não pode sair em público. Não pode ir num restaurante. Nao pode pegar um avião com o povão... Tá mais legal assim mesmo. Tá sofrendo na pela a prisão mental que ele se enfiou.,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"A única coisa que eu vi hj foi o vagabundo do filho dele sendo novamente investigado por roubar o povo, BANDIDOS",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Hahahaha.. essa quadrilha PT é foda!🤦‍♂️,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Kkkkkk cria vergonha na cara e pare com essas publicações sua.....PT afundou o país roubou tudo lula tem q morrer na cadeia,True,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Tudo bem, vamos supor que ele seja inocente ? Com o novo benefício, muitos estão tendo a chance de responder em liberdade, a população fica como ?? 🤔 quantos vagabundos foram beneficiados??",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
